frames,position.x_comp,position.y_comp,position.z_comp,rotation.x_comp,rotation.y_comp,rotation.z_comp,rotation.w_comp,Spine Front-Back_comp,Spine Left-Right_comp,Spine Twist Left-Right_comp,Chest Front-Back_comp,Chest Left-Right_comp,Chest Twist Left-Right_comp,Neck Nod Down-Up_comp,Neck Tilt Left-Right_comp,Neck Turn Left-Right_comp,Head Nod Down-Up_comp,Head Tilt Left-Right_comp,Head Turn Left-Right_comp,Left Upper Leg Front-Back_comp,Left Upper Leg In-Out_comp,Left Upper Leg Twist In-Out_comp,Left Lower Leg Stretch_comp,Left Lower Leg Twist In-Out_comp,Left Foot Up-Down_comp,Left Foot Twist In-Out_comp,Right Upper Leg Front-Back_comp,Right Upper Leg In-Out_comp,Right Upper Leg Twist In-Out_comp,Right Lower Leg Stretch_comp,Right Lower Leg Twist In-Out_comp,Right Foot Up-Down_comp,Right Foot Twist In-Out_comp,Left Shoulder Down-Up_comp,Left Shoulder Front-Back_comp,Left Arm Down-Up_comp,Left Arm Front-Back_comp,Left Arm Twist In-Out_comp,Left Forearm Stretch_comp,Left Forearm Twist In-Out_comp,Left Hand Down-Up_comp,Left Hand In-Out_comp,Right Shoulder Down-Up_comp,Right Shoulder Front-Back_comp,Right Arm Down-Up_comp,Right Arm Front-Back_comp,Right Arm Twist In-Out_comp,Right Forearm Stretch_comp,Right Forearm Twist In-Out_comp,Right Hand Down-Up_comp,Right Hand In-Out_comp
20,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
21,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
22,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
23,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
24,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
25,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
26,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
27,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
28,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
29,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
30,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
31,0.3344742,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009944612,0.6526173,0.2160142,0.3429632,0.62599,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.8096417,0.5202484,0.9097145,0.4923947,0.9409947,0.6525054,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.06053027,-0.006977162,0.7575669,0.2379471,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08680018,0.8712023,0.4493809,0.857745,0.7942197,0.1928862,0.6880925
32,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
33,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
34,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
35,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
36,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
37,0.3732002,0.2136354,0.5929461,0.7104632,0.7252137,0.7357969,0.0009790373,0.6526173,0.2160142,0.3429632,0.598682,0.6470836,0.477363,0.7502245,0.006499091,0.8145081,0.7335105,0.005333573,0.7827529,0.5202484,0.9097145,0.444787,0.9409947,0.686668,0.3141351,0.4681449,0.5640832,0.983717,0.8208366,0.9519876,0.2316456,0.4495873,0.09142634,0.008351827,0.7575669,0.2386193,0.8360058,0.3344965,0.792573,0.8675346,0.3818201,0.7797709,1.149509E-05,0.9999827,0.08756923,0.8712023,0.4350497,0.8264954,0.7942197,0.1928862,0.6880925
