frames,Points
1,0
7,0
15,0
31,0
63,0
127,0
143,0
159,0
175,0
183,0
191,0
255,0
319,0
335,0
351,0
383,0
399,0
415,0
447,0
511,0
527,0
543,0
551,0
559,0
575,0
639,0
671,0
687,0
695,0
703,0
711,0
719,0
727,0
731,0
735,0
751,0
767,0
895,0
959,0
991,0
999,0
