position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w,Spine Front-Back,Spine Left-Right,Spine Twist Left-Right,Chest Front-Back,Chest Left-Right,Chest Twist Left-Right,UpperChest Front-Back,UpperChest Left-Right,UpperChest Twist Left-Right,Neck Nod Down-Up,Neck Tilt Left-Right,Neck Turn Left-Right,Head Nod Down-Up,Head Tilt Left-Right,Head Turn Left-Right,Left Eye Down-Up,Left Eye In-Out,Right Eye Down-Up,Right Eye In-Out,Jaw Close,Jaw Left-Right,Left Upper Leg Front-Back,Left Upper Leg In-Out,Left Upper Leg Twist In-Out,Left Lower Leg Stretch,Left Lower Leg Twist In-Out,Left Foot Up-Down,Left Foot Twist In-Out,Left Toes Up-Down,Right Upper Leg Front-Back,Right Upper Leg In-Out,Right Upper Leg Twist In-Out,Right Lower Leg Stretch,Right Lower Leg Twist In-Out,Right Foot Up-Down,Right Foot Twist In-Out,Right Toes Up-Down,Left Shoulder Down-Up,Left Shoulder Front-Back,Left Arm Down-Up,Left Arm Front-Back,Left Arm Twist In-Out,Left Forearm Stretch,Left Forearm Twist In-Out,Left Hand Down-Up,Left Hand In-Out,Right Shoulder Down-Up,Right Shoulder Front-Back,Right Arm Down-Up,Right Arm Front-Back,Right Arm Twist In-Out,Right Forearm Stretch,Right Forearm Twist In-Out,Right Hand Down-Up,Right Hand In-Out,Left Thumb 1 Stretched,Left Thumb Spread,Left Thumb 2 Stretched,Left Thumb 3 Stretched,Left Index 1 Stretched,Left Index Spread,Left Index 2 Stretched,Left Index 3 Stretched,Left Middle 1 Stretched,Left Middle Spread,Left Middle 2 Stretched,Left Middle 3 Stretched,Left Ring 1 Stretched,Left Ring Spread,Left Ring 2 Stretched,Left Ring 3 Stretched,Left Little 1 Stretched,Left Little Spread,Left Little 2 Stretched,Left Little 3 Stretched,Right Thumb 1 Stretched,Right Thumb Spread,Right Thumb 2 Stretched,Right Thumb 3 Stretched,Right Index 1 Stretched,Right Index Spread,Right Index 2 Stretched,Right Index 3 Stretched,Right Middle 1 Stretched,Right Middle Spread,Right Middle 2 Stretched,Right Middle 3 Stretched,Right Ring 1 Stretched,Right Ring Spread,Right Ring 2 Stretched,Right Ring 3 Stretched,Right Little 1 Stretched,Right Little Spread,Right Little 2 Stretched,Right Little 3 Stretched
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739084,0.9754853,0.0366572,0.02014902,0.06025843,0.006270707,-0.9979597,0.09242273,0.0006354155,0.03581044,-0.0844896,0.02991012,0.007063063,0,0,0,-0.06635143,-0.07042782,0.07657734,-0.06573988,-0.07070523,0.07586897,0,0,0,0,0,0,0.7150178,0.06621026,-0.002520914,0.949183,0.04835816,-0.1594205,-0.2181181,0,0.6207477,0.1623955,0.132851,0.9584786,-0.1016843,-0.06290299,-0.3347712,0,-0.1638391,-1.993573E-05,-0.572064,0.3957202,0.05483587,0.7455284,0.1037112,0.1866956,-0.1403629,3.016666E-06,-1.457107E-05,-0.5701642,0.3941576,0.2072319,0.7966919,-0.01104327,0.01984204,0.09591617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739884,0.9752035,0.03730552,0.01951358,0.06029135,0.006269871,-0.9979705,0.09421849,0.0007400226,0.03580454,-0.09345941,0.02995062,0.006970792,0,0,0,-0.0625861,-0.07082265,0.0762737,-0.06060437,-0.07097603,0.07573744,0,0,0,0,0,0,0.7085146,0.066167,-0.007681114,0.9410868,0.0514314,-0.1655873,-0.2192871,0,0.6138518,0.1634456,0.1307071,0.9500273,-0.1012089,-0.06937917,-0.3331924,0,-0.1638396,-1.878978E-05,-0.5714841,0.3903608,0.055507,0.7477288,0.1040658,0.1868101,-0.1497408,1.366038E-06,-1.593711E-05,-0.5698305,0.3945009,0.2124766,0.781983,-0.01583781,0.01950991,0.09455348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739884,0.9752035,0.03730552,0.01951358,0.06029135,0.006269871,-0.9979705,0.09421849,0.0007400226,0.03580454,-0.09345941,0.02995062,0.006970792,0,0,0,-0.0625861,-0.07082265,0.0762737,-0.06060437,-0.07097603,0.07573744,0,0,0,0,0,0,0.7085146,0.066167,-0.007681114,0.9410868,0.0514314,-0.1655873,-0.2192871,0,0.6138518,0.1634456,0.1307071,0.9500273,-0.1012089,-0.06937917,-0.3331924,0,-0.1638396,-1.878978E-05,-0.5714841,0.3903608,0.055507,0.7477288,0.1040658,0.1868101,-0.1497408,1.366038E-06,-1.593711E-05,-0.5698305,0.3945009,0.2124766,0.781983,-0.01583781,0.01950991,0.09455348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03739884,0.9752035,0.03730552,0.01951358,0.06029135,0.006269871,-0.9979705,0.09421849,0.0007400226,0.03580454,-0.09345941,0.02995062,0.006970792,0,0,0,-0.0625861,-0.07082265,0.0762737,-0.06060437,-0.07097603,0.07573744,0,0,0,0,0,0,0.7085146,0.066167,-0.007681114,0.9410868,0.0514314,-0.1655873,-0.2192871,0,0.6138518,0.1634456,0.1307071,0.9500273,-0.1012089,-0.06937917,-0.3331924,0,-0.1638396,-1.878978E-05,-0.5714841,0.3903608,0.055507,0.7477288,0.1040658,0.1868101,-0.1497408,1.366038E-06,-1.593711E-05,-0.5698305,0.3945009,0.2124766,0.781983,-0.01583781,0.01950991,0.09455348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
