frames,position.x_diff2,position.y_diff2,position.z_diff2,rotation.x_diff2,rotation.y_diff2,rotation.z_diff2,rotation.w_diff2,Spine Front-Back_diff2,Spine Left-Right_diff2,Spine Twist Left-Right_diff2,Chest Front-Back_diff2,Chest Left-Right_diff2,Chest Twist Left-Right_diff2,Neck Nod Down-Up_diff2,Neck Tilt Left-Right_diff2,Neck Turn Left-Right_diff2,Head Nod Down-Up_diff2,Head Tilt Left-Right_diff2,Head Turn Left-Right_diff2,Left Upper Leg Front-Back_diff2,Left Upper Leg In-Out_diff2,Left Upper Leg Twist In-Out_diff2,Left Lower Leg Stretch_diff2,Left Lower Leg Twist In-Out_diff2,Left Foot Up-Down_diff2,Left Foot Twist In-Out_diff2,Right Upper Leg Front-Back_diff2,Right Upper Leg In-Out_diff2,Right Upper Leg Twist In-Out_diff2,Right Lower Leg Stretch_diff2,Right Lower Leg Twist In-Out_diff2,Right Foot Up-Down_diff2,Right Foot Twist In-Out_diff2,Left Shoulder Down-Up_diff2,Left Shoulder Front-Back_diff2,Left Arm Down-Up_diff2,Left Arm Front-Back_diff2,Left Arm Twist In-Out_diff2,Left Forearm Stretch_diff2,Left Forearm Twist In-Out_diff2,Left Hand Down-Up_diff2,Left Hand In-Out_diff2,Right Shoulder Down-Up_diff2,Right Shoulder Front-Back_diff2,Right Arm Down-Up_diff2,Right Arm Front-Back_diff2,Right Arm Twist In-Out_diff2,Right Forearm Stretch_diff2,Right Forearm Twist In-Out_diff2,Right Hand Down-Up_diff2,Right Hand In-Out_diff2
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0.02344955,0,0,-0.0150082,0,0,-0.01293508,0,0,0,0,0.04913907,0.01576836,-0.03535198,0,0,0,0,0.01640095,0.01541101,0,0,0,0,0,0,0.01784638,0,0,0,0,0.01680464,0,0,0,0,0,0.02049217,0,0,0
287,0,0,0,0,0,0,0,0,0,0,-0.02344955,0,0,0.0150082,0,0,0.01293508,0,0,0,0,-0.04913907,-0.01576836,0.03535198,0,0,0,0,-0.01640095,-0.01541101,0,0,0,0,0,0,-0.01784638,0,0,0,0,-0.01680464,0,0,0,0,0,-0.02049217,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002899823,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002899823,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.187043E-06,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187043E-06,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.090206E-05,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.090206E-05,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122644E-06,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004674453,0,0,0,0,0,0,0,0
318,-0.02588397,0.004562149,-0.00627421,-0.005946795,-0.0112901,0.0145803,-0.0002345544,-0.007243137,0.01358277,0.01167337,-0.00731433,-0.01008689,-0.002807194,-0.01658313,0.02049023,0.0250836,-0.02066676,0.02426704,-0.01108692,0.001728431,-0.03784593,0.009045533,-0.0108979,0.008588118,0.007276394,0.0204982,-0.02005707,-0.05646699,-0.03959711,-0.010549,0.01973622,0.002194002,0.004808821,0.03102837,0,0.002232159,-0.0003021752,-0.003389623,-0.02343883,-0.03044694,-0.01402631,-0.01253681,0.01280566,-0.01444159,0.004672231,-0.00940982,-0.003014286,-0.01278096,0.007775169,0.01427607,0.008762004
319,0.02588397,-0.004562149,0.00627421,0.005946795,0.0112901,-0.0145803,0.0002345544,0.007243137,-0.01358277,-0.01167337,0.00731433,0.01008689,0.002807194,0.01658313,-0.02049023,-0.0250836,0.02066676,-0.02426704,0.01108692,-0.001728431,0.03784593,-0.009045533,0.0108979,-0.008588118,-0.007276394,-0.0204982,0.02005707,0.05646699,0.03959711,0.010549,-0.01973622,-0.002194002,-0.004808821,0.004044778,0,-0.002232159,0.0003021752,0.003389623,0.02343883,0.03044694,0.01402631,0.01253681,0.01251701,0.01444159,-0.004672231,0.00940982,0.003014286,0.01278096,-0.007775169,-0.01427607,-0.008762004
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002804118,0,0,0,0,0,0,0,0,0.007036891,-0.02176977,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694279,0,0,0,0,0,0,0,0,0.009138606,0.02176977,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09785965,-0.05976872,0.05018187,0,0.06570251,0.006744822,0,0.02962177,-0.04523743,0,-0.05588833,-0.06047379,0,0,0.00959826,-0.02197209,0.03386882,-0.04834894,0,-0.07683104,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09785965,0.05976872,-0.05018187,0,-0.06570251,0.01006674,0,-0.02962177,0.04523743,0,0.05588833,0.06047379,0,0,0.01367813,0.02197209,-0.03386882,0.04834894,0,0.07683104,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009678024,0,0,0,0,-0.06159915,-0.0526465,0,0,-0.009089321,-0.01513505,0.03919509,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061109,0,0,0,0,0.06159915,0.0526465,0,0,0.003886995,0.01513505,-0.03919509,0,0,0,0,0,0
326,-0.09839243,0,0,-0.04164965,-0.04337673,0.05195796,0,-0.03860991,0.07054034,0,-0.04692856,-0.03804769,-0.02865138,-0.04634694,0.06442255,0,-0.0447928,0.06108937,0,-0.0358164,-0.1577163,-0.07856976,0,0.0988081,0,0,-0.07705247,-0.1583294,-0.1109433,-0.09480548,0.03532843,0.01077527,0.1109727,0.02814766,0,0.04706567,-0.07079378,-0.01809105,-0.1023599,-0.07708845,0,-0.06406002,0.03582339,-0.006722345,0.0580229,-0.08057206,-0.03728583,-0.09982732,0,0.05362711,0
327,0.09839243,0,0,0.04164965,0.04337673,-0.05195796,0,0.03860991,-0.07054034,0,0.04692856,0.03804769,0.02865138,0.04634694,-0.06442255,0,0.0447928,-0.06108937,0,0.0358164,0.1577163,0.07856976,0,-0.0988081,0,0,0.07705247,0.1583294,0.1109433,0.09480548,-0.03532843,-0.01077527,-0.1109727,-0.005972878,0,-0.04706567,0.07079378,0.01809105,0.1023599,0.07708845,0,0.06406002,-0.005173686,0.006722345,-0.0580229,0.08057206,0.03728583,0.09982732,0,-0.05362711,0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1166949,0.003608719,0,0.04116048,-0.06948739,0,-0.1292666,-0.09154917,0,0,0.006330624,0,0.05961699,-0.08017547,-0.0383769,-0.09107266,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1166949,-0.000776015,0,-0.04116048,0.06948739,0,0.1292666,0.09154917,0,0,0.0004710577,0,-0.05961699,0.08017547,0.0383769,0.09107266,0,0,0
330,-0.07573714,0,0,-0.0356969,-0.03914426,0.04304686,0,-0.05873461,0.06765337,0,0,-0.02940106,0,0,0.04953295,0,0,0.04204503,0,0,-0.1195775,0,0,0.07330553,0,0,-0.04294177,-0.09837567,0,-0.06247214,0,0.02917087,0.1204865,-0.04224565,0,0.03189523,-0.072303,0,-0.09460295,-0.05967221,0,-0.04433209,-0.05723227,0.02090283,0.02734977,-0.08056781,-0.04709253,-0.08552123,0,0,0
331,0.07573714,0,0,0.0356969,0.03914426,-0.04304686,0,0.05873461,-0.06765337,0,0,0.02940106,0,0,-0.04953295,0,0,-0.04204503,0,0,0.1195775,0,0,-0.07330553,0,0,0.04294177,0.09837567,0,0.06247214,0,-0.02917087,-0.1204865,-0.03677654,0,-0.03189523,0.072303,0,0.09460295,0.05967221,0,0.04433209,-0.01486599,-0.02090283,-0.02734977,0.08056781,0.04709253,0.08552123,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03497689,0,0,0,0,-0.07132477,-0.04470633,0,0,0.002894192,0.02346662,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03497689,0,0,0,0,0.07132477,0.04470633,0,0,-0.006489475,-0.02346662,0,0,0,0,0,0,0
334,-0.02070248,0.006085555,-0.06078531,-0.04189794,-0.03191163,0.0374004,0,-0.05499559,0.07234512,0,-0.02265908,-0.02209775,-0.009688533,-0.02769358,0.02888333,0,-0.03412667,0.04346807,0,-0.04921607,-0.08780184,-0.06644295,-0.05343309,0.08288206,0,0.01742673,-0.03011025,-0.04727187,0.0170187,-0.02631359,-0.04743387,0.03156677,0.1037461,0.03963649,0,0.02527127,-0.07402945,-0.001134697,-0.08158793,-0.04517617,-0.0002232053,-0.05189277,-0.005222787,0.02132989,-0.003022424,-0.07045246,-0.03946122,-0.0880197,0.01835987,0.03287761,0.01460944
335,0.02070248,-0.006085555,0.06078531,0.04189794,0.03191163,-0.0374004,0,0.05499559,-0.07234512,0,0.02265908,0.02209775,0.009688533,0.02769358,-0.02888333,0,0.03412667,-0.04346807,0,0.04921607,0.08780184,0.06644295,0.05343309,-0.08288206,0,-0.01742673,0.03011025,0.04727187,-0.0170187,0.02631359,0.04743387,-0.03156677,-0.1037461,-0.03963649,0,-0.02527127,0.07402945,0.001134697,0.08158793,0.04517617,0.0002232053,0.05189277,-0.002810841,-0.02132989,0.003022424,0.07045246,0.03946122,0.0880197,-0.01835987,-0.03287761,-0.01460944
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487636,0,0,-0.006109946,0.01209889,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487636,0,0,-0.005266033,-0.01209889,0,0,0,0,0,0,0
338,0,0,0,0,-0.03414385,0,0,-0.0441191,0.06815572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05949897,0,-0.05880485,-0.05481683,0,0,-0.004273131,0.002729458,0,-0.04467909,0,-0.06118179,0,0,0
339,0,0,0,0,0.03414385,0,0,0.0441191,-0.06815572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05949897,0,0.05880485,0.05481683,0,0,-0.002327892,-0.002729458,0,0.04467909,0,0.06118179,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,-0.06684495,-0.05021891,-0.0508229,-0.02278011,0,-0.05426487,0.05573816,0,-0.03024847,0,0.0552264,0,0,0,0,0,0,0,-0.07618624,0,0,0,0,0.04150994,-0.03221375,-0.06749429,-0.07400338,0,0.01043336,0.02546254,0,0,0,0.02405226,-0.05997316,0,-0.03575189,-0.05799018,0.02842759,-0.08586773,0.0006735635,-0.004389451,0.02050906,-0.0401516,0.02918684,-0.04492886,-0.05286051,-0.05965722,-0.04936258
343,0,0,0.06684495,0.05021891,0.0508229,0.02278011,0,0.05426487,-0.05573816,0,0.03024847,0,-0.0552264,0,0,0,0,0,0,0,0.07618624,0,0,0,0,-0.04150994,0.03221375,0.06749429,0.07400338,0,-0.01043336,-0.02546254,0,0,0,-0.02405226,0.05997316,0,0.03575189,0.05799018,-0.02842759,0.08586773,-0.0006735635,0.004389451,-0.02050906,0.0401516,-0.02918684,0.04492886,0.05286051,0.05965722,0.04936258
344,0,0,0,0,0,0,0,0,0.06212992,0,0,0,0.05772574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06181138,-0.06342222,0
345,0,0,0,0,0,0,0,0,-0.06212992,0,0,0,-0.05772574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06181138,0.06342222,0
346,0,0,-0.06149421,0,-0.06082944,-0.04075568,0,0,0.06329187,0,0,0,0.0419612,0,0,0,0,0,0,0,-0.07890866,0,0,0,0,0.07679497,0,-0.09734883,-0.1058907,0,0.04803005,0,0,0,0,0.02530422,-0.06217837,0,0,-0.06214393,0.02621911,-0.05885111,0.0007004204,0,0.02327025,-0.03937924,0,-0.04702301,-0.06492101,-0.05840139,-0.1108741
347,0,0,0.06149421,0,0.06082944,0.04075568,0,0,-0.06329187,0,0,0,-0.00386026,0,0,0,0,0,0,0,0.07890866,0,0,0,0,-0.07679497,0,0.09734883,0.1058907,0,-0.04803005,0,0,0,0,-0.02530422,0.06217837,0,0,0.06214393,-0.02621911,0.05885111,-0.0007004204,0,-0.02327025,0.03937924,0,0.04702301,0.06492101,0.05840139,0.1108741
348,0,0,0,0,0,0,0,0,0.07019482,0,0,0,0.01257438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07300674,-0.05368281,-0.1228813
349,0,0,0,0,0,0,0,0,-0.07019482,0,0,0,-0.05067531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07300674,0.05368281,0.1228813
350,0.06710219,0.0006638624,-0.06452699,-0.04545779,-0.06074177,-0.04617767,0.001817651,-0.06949769,0.06449708,0.006826654,-0.03095494,-0.01212995,0.0658688,-0.0005759342,1.323402E-06,0,-0.002863055,0.003683881,0,-0.03573246,-0.08000387,-0.005945647,-0.02713141,-0.05935856,0,0.09340294,-0.03839505,-0.1039746,-0.1188285,0.02060542,0.0710877,0.03021746,-0.07100622,0.01013753,0,0.03529574,-0.05770135,-0.00145457,-0.02582709,-0.06172376,0.02939316,-0.0543996,0.0006910319,0.0006489566,0.02430619,-0.03565191,0.02266722,-0.04598224,-0.06894345,-0.05004135,-0.1354604
351,-0.06710219,-0.0006638624,0.06452699,0.04545779,0.06074177,0.04617767,-0.001817651,0.06949769,-0.06449708,-0.006826654,0.03095494,0.01212995,-0.0658688,0.0005759342,-1.323402E-06,0,0.002863055,-0.003683881,0,0.03573246,0.08000387,0.005945647,0.02713141,0.05935856,0,-0.09340294,0.03839505,0.1039746,0.1188285,-0.02060542,-0.0710877,-0.03021746,0.07100622,-0.01013753,0,-0.03529574,0.05770135,0.00145457,0.02582709,0.06172376,-0.02939316,0.0543996,-0.0006910319,-0.0006489566,-0.02430619,0.03565191,-0.02266722,0.04598224,0.06894345,0.05004135,0.1354604
352,0,0,0,0,0,0,0,0,0.05830022,0,0,0,0.06111541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05949108,0,-0.1327068
353,0,0,0,0,0,0,0,0,-0.05830022,0,0,0,-0.06111541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05949108,0,0.1327068
354,0,0,-0.05872755,0,-0.05267136,-0.04400019,0,0,0.06554017,0,0,0,0.05223464,0,0,0,0,0,0,0,0,0,0,0,0,0.06576101,0,-0.08692918,-0.08079625,0,0,0,0,0,0,0.040333,-0.05046827,0,0,-0.06578796,0.03439257,-0.0515082,0.0007092363,0,0.02292988,0,0,-0.04214896,-0.05871981,0,-0.1294097
355,0,0,0.05872755,0,0.05267136,0.04400019,0,0,-0.06554017,0,0,0,-0.05223464,0,0,0,0,0,0,0,0,0,0,0,0,-0.06576101,0,0.08692918,0.08079625,0,0,0,0,0,0,-0.040333,0.05046827,0,0,0.06578796,-0.03439257,0.0515082,-0.0007092363,0,-0.02292988,0,0,0.04214896,0.05871981,0,0.1294097
356,0,0,0,0,0,0,0,0,0,0,0,0,0.03746234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0,0,0,-0.03746234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0.05016,0,-0.05451001,-0.04136828,-0.04021473,-0.03633052,0.001572025,-0.05768654,0.04234774,-0.01927838,-0.03199416,0,0.01856585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328805,0,-0.05564684,-0.02193633,0,0,0.02457586,0,0,0,0.0370909,-0.05148979,-0.0105336,0,-0.03337549,0.03873378,-0.04581232,0.0006853073,0,0.02153288,0,0,-0.04949404,-0.02495287,0.01664122,-0.01858912
