frames,Points
1,0
1,0
6,0
7,0
15,0
31,0
63,0
126,0
127,0
135,0
143,0
151,0
159,0
167,0
175,0
183,0
191,0
255,0
319,0
323,0
327,0
330,0
335,0
343,0
351,0
367,0
383,0
391,0
399,0
407,0
415,0
431,0
447,0
463,0
479,0
495,0
511,0
519,0
527,0
543,0
547,0
550,0
551,0
553,0
555,0
558,0
559,0
575,0
639,0
671,0
679,0
683,0
687,0
691,0
695,0
698,0
699,0
703,0
711,0
719,0
723,0
727,0
730,0
731,0
734,0
735,0
743,0
751,0
759,0
767,0
895,0
959,0
991,0
999,0
